ID_Amostra,Tratamento,PT_g,NFC,MFC_g,NFD,MFD_g,MS_Raiz_gkg,MS_PA_gkg,N_gkg,P_gkg,K_gkg,Ca_gkg,Mg_gkg,S_gkg,pH,Acucar_Total_perc,Acidez_Tit_perc_ac_citrico,Textura_N,Pectina_Total_mg100g,Pectina_Soluvel_mg100g,Solubilidade_mg100g
9712,T7_Manipueira,2904.44,12.12,2421.16,25.39,152.44,6.46,22.68,224.55,39.32,122.71,109.36,20.08,28.45,3.74,11.64,0.94,3.74,167.41,70.38,43.13
9713,T7_Manipueira,3088.29,12.72,2421.59,21.23,154.84,6.66,23.09,223.19,37.3,123.59,110.88,22.03,27.83,3.68,11.33,0.94,4.02,159.85,65.12,42.45
9714,T7_Manipueira,3185.48,12.37,2398.09,24.73,153.9,7.11,21.95,223.28,39.93,122.53,108.71,21.93,28.53,3.87,10.6,1.02,3.5,160.09,71.63,43.77
9715,T7_Manipueira,3122.09,12.53,2449.39,22.08,156.64,6.67,21.68,222.98,37.82,123.44,105.84,20.94,28.94,3.74,10.43,0.89,3.23,162.17,66.98,44.12
9716,T7_Manipueira,3000.05,12.21,2431.17,23.81,153.15,6.99,21.8,223.63,38.14,123.83,111.88,23.76,28.13,3.75,11.41,0.94,3.81,169.59,70.67,42.92
9717,T7_Manipueira,2605.11,12.17,2424.24,22.42,155.6,6.15,21.61,222.88,37.24,121.67,110.32,21.94,28.18,3.68,9.64,0.89,3.92,156.83,68.95,44.86
9718,T7_Manipueira,3054.52,12.17,2412.7,22.56,151.91,6.28,22.72,222.4,38.66,123.67,109.82,20.89,28.94,3.69,11.01,0.99,3.97,160.34,66.73,43.58
9719,T7_Manipueira,3021.72,13.11,2431.34,22.11,152.95,6.43,22.5,223.8,40.94,123.35,113.43,21.62,28.7,3.86,11.88,0.87,4.13,157.98,66.49,44.46
9720,T7_Manipueira,2958.54,12.39,2429.32,21.7,150.53,6.92,22.14,223.03,39.44,122.62,113.54,22.65,28.73,3.73,10.56,0.9,3.93,167.92,68.07,44.04
9721,T7_Manipueira,2881.83,13.12,2413.49,21.97,152.93,6.64,20.94,222.83,38.66,121.66,107.98,21.59,28.15,3.56,11.79,0.82,3.83,167.57,75.3,43.37
9722,T7_Manipueira,2902.78,12.55,2395.27,21.92,153.87,6.73,21.7,223.4,37.6,122.33,111.51,22.28,27.94,3.68,11.18,0.94,3.56,159.58,70.14,44.91
9723,T7_Manipueira,3046.56,12.56,2410.41,26.27,153.88,6.13,21.4,224.66,38.27,124.06,111.45,23.28,26.8,3.77,11.25,0.84,4.15,154.84,68.84,43.24
9724,T7_Manipueira,2919.77,12.93,2432.64,23.81,154.43,6.67,22.21,222.54,38.51,122.58,115.89,22.09,28.85,3.57,11.08,0.95,3.81,153.12,73.01,47.54
9725,T7_Manipueira,3046.91,12.24,2436.74,23.0,150.78,6.75,22.58,222.77,35.53,124.72,107.93,22.37,28.94,3.77,11.04,0.95,4.36,161.43,69.74,42.57
9726,T7_Manipueira,3130.31,13.17,2438.01,23.84,156.68,6.33,22.05,224.01,38.1,123.66,111.65,22.22,28.66,3.75,11.71,0.94,3.23,165.06,69.24,43.53
9727,T7_Manipueira,2710.94,12.96,2404.34,21.09,153.32,6.11,22.15,223.65,36.71,120.38,111.76,22.44,29.23,3.72,10.7,0.87,3.84,172.29,68.34,42.53
9728,T7_Manipueira,3202.89,12.89,2443.13,21.26,154.12,6.81,22.62,221.63,37.98,122.82,111.98,22.73,29.17,3.67,11.94,0.85,3.93,166.29,72.8,42.46
9729,T7_Manipueira,2835.0,12.39,2440.41,22.89,155.64,6.4,22.46,221.93,37.14,123.45,114.07,21.52,26.89,3.54,10.55,0.9,3.74,162.49,65.67,43.09
9730,T7_Manipueira,3110.56,12.12,2426.77,23.53,152.79,6.76,23.07,222.6,39.22,123.79,109.26,21.91,27.95,3.67,9.96,0.96,3.86,163.41,71.34,41.69
9731,T7_Manipueira,2951.81,12.74,2403.31,22.17,149.07,6.34,20.91,223.81,36.45,123.81,112.49,21.95,28.72,3.74,11.66,0.88,3.93,164.7,70.5,43.65
9732,T7_Manipueira,3195.13,12.29,2437.03,25.65,153.09,6.78,21.89,223.1,37.96,124.54,109.94,21.8,28.02,3.56,9.66,0.9,3.63,163.2,69.58,45.09
9733,T7_Manipueira,2912.2,12.44,2437.08,23.94,155.23,7.07,23.2,222.46,39.94,123.91,113.92,21.39,27.98,3.7,11.55,0.97,4.2,162.69,67.06,43.88
9734,T7_Manipueira,2950.06,11.81,2441.49,23.28,156.3,6.55,22.6,223.0,38.06,123.38,112.0,22.1,27.85,3.69,11.01,0.93,3.38,168.16,70.58,43.63
9735,T7_Manipueira,2831.53,12.29,2483.71,22.13,158.4,6.5,21.24,221.65,37.29,123.09,110.03,22.96,29.33,3.63,10.52,0.89,3.7,159.89,69.02,41.74
9736,T7_Manipueira,2904.25,12.2,2387.82,23.52,153.95,6.48,21.67,222.56,37.96,119.29,108.09,21.26,27.67,3.55,11.37,0.94,3.59,159.07,68.77,42.83
9737,T7_Manipueira,3054.87,12.14,2397.13,22.8,155.38,7.12,21.57,224.42,38.3,123.15,107.61,21.2,29.5,3.66,10.81,0.93,3.9,153.4,69.04,44.73
9738,T7_Manipueira,2908.68,12.09,2436.9,22.16,153.16,6.2,22.5,222.19,38.13,123.89,108.48,20.94,28.52,3.77,10.89,0.92,4.39,166.85,68.22,43.85
9739,T7_Manipueira,3059.79,12.03,2426.77,23.0,151.71,6.62,22.47,223.57,38.39,123.95,107.74,22.71,27.91,3.75,10.94,0.9,3.86,168.73,68.17,43.17
9740,T7_Manipueira,2966.01,11.85,2414.73,18.17,154.89,6.46,21.66,224.66,36.78,124.67,113.45,21.65,28.41,3.67,10.4,0.98,3.13,168.3,69.97,44.36
9741,T7_Manipueira,3129.01,12.57,2389.11,24.03,150.53,6.23,21.46,223.47,38.79,123.24,107.19,20.08,28.17,3.61,10.33,0.88,3.75,169.03,68.61,43.21
9742,T7_Manipueira,2940.72,13.45,2411.76,25.32,151.58,6.49,22.02,223.05,38.81,123.89,115.76,20.77,27.99,3.86,11.2,0.91,3.94,155.82,70.91,44.94
9743,T7_Manipueira,2951.33,12.65,2440.76,22.18,154.4,6.32,22.63,221.62,38.93,122.43,111.66,22.66,27.81,3.57,10.67,0.96,3.85,162.79,68.76,45.95
9744,T7_Manipueira,2930.84,12.7,2418.87,21.28,154.13,6.11,21.74,223.57,37.02,125.78,105.8,22.47,28.18,3.68,10.68,0.98,4.06,169.33,68.41,42.96
9745,T7_Manipueira,3126.53,12.0,2404.3,18.92,153.07,6.96,22.09,223.36,35.45,122.0,108.74,21.89,29.3,3.68,10.4,1.09,3.59,174.49,69.53,44.65
9746,T7_Manipueira,2905.78,12.37,2427.31,19.64,153.79,6.97,23.1,223.25,39.7,123.73,112.24,21.55,27.82,3.49,12.15,0.87,3.92,164.47,71.52,43.47
9747,T7_Manipueira,3270.4,12.32,2415.13,25.41,157.61,5.9,22.49,224.16,38.77,123.12,109.88,22.18,29.71,3.65,11.45,0.88,3.78,160.88,73.86,44.55
9748,T7_Manipueira,2760.47,12.98,2429.25,23.07,149.51,6.12,22.42,223.15,36.76,120.35,113.07,20.97,27.73,3.71,11.14,0.98,3.59,165.6,65.83,46.11
9749,T7_Manipueira,3158.99,12.34,2415.19,21.21,153.32,6.19,22.35,222.07,39.19,124.69,105.52,22.83,29.21,3.61,11.08,0.83,3.83,166.82,67.88,41.41
9750,T7_Manipueira,3147.72,12.44,2433.34,25.43,154.48,6.16,23.47,221.67,38.39,123.57,110.39,22.25,28.49,3.62,11.84,0.94,4.36,162.79,65.89,45.87
9751,T7_Manipueira,3089.0,11.97,2424.66,19.18,151.78,6.48,22.45,223.14,38.44,121.97,107.5,20.24,28.98,3.76,11.67,0.97,3.44,159.23,72.27,43.21
9752,T7_Manipueira,3351.04,13.05,2413.21,23.76,152.72,6.6,21.31,223.78,37.72,125.03,113.02,20.66,27.5,3.67,11.69,0.91,4.18,164.91,70.46,40.61
9753,T7_Manipueira,2861.53,12.62,2452.22,24.52,155.13,6.35,22.73,223.33,37.46,124.52,113.76,21.98,28.04,3.69,11.4,0.94,3.12,160.08,68.29,46.01
9754,T7_Manipueira,3305.15,12.54,2430.45,24.22,154.61,6.63,21.8,223.62,37.54,124.03,110.97,19.62,28.07,3.73,12.02,0.93,3.86,164.32,70.18,41.87
9755,T7_Manipueira,2925.82,12.63,2442.5,23.3,157.02,6.4,22.53,222.45,39.12,121.73,113.18,22.71,29.77,3.44,11.53,0.94,3.8,154.72,66.94,43.14
9756,T7_Manipueira,2989.41,12.25,2460.6,23.89,152.26,6.43,22.08,223.46,40.08,122.91,108.77,22.76,28.24,3.82,10.39,0.81,4.23,165.55,73.02,41.06
9757,T7_Manipueira,2647.76,12.51,2432.62,23.71,155.88,6.4,22.49,223.58,38.44,124.8,109.26,22.29,28.87,3.74,11.55,0.95,3.95,168.4,72.48,41.3
9758,T7_Manipueira,2948.26,11.91,2430.02,24.69,155.04,7.03,22.07,223.45,36.43,124.07,108.12,22.64,28.09,3.62,11.44,0.94,3.16,163.83,72.06,44.19
9759,T7_Manipueira,2709.76,11.77,2424.42,20.99,156.58,6.15,22.94,222.99,40.83,122.75,110.02,22.42,27.94,3.77,10.28,0.97,3.48,165.01,69.7,42.97
9760,T7_Manipueira,3032.02,12.99,2431.28,25.07,155.53,6.05,24.44,224.84,36.74,124.19,110.88,22.16,28.13,3.83,10.67,1.0,3.88,169.93,68.99,44.46
9761,T7_Manipueira,2965.8,12.63,2434.61,24.04,149.87,6.73,22.37,222.21,37.64,124.57,108.25,21.7,29.18,3.68,10.23,0.93,3.49,167.72,66.64,42.02
9762,T7_Manipueira,2851.92,12.47,2402.96,24.93,154.2,6.71,22.23,222.64,41.0,122.45,111.53,22.2,28.5,3.74,9.79,0.9,3.57,161.27,71.14,42.49
9763,T7_Manipueira,2942.62,12.14,2421.13,20.11,150.0,6.77,23.26,224.21,38.81,123.13,107.16,22.32,28.2,3.72,11.86,0.98,4.21,160.57,68.92,41.84
9764,T7_Manipueira,2703.94,12.2,2456.7,22.77,154.03,6.58,22.77,224.85,37.96,124.05,113.5,21.51,28.53,3.6,11.01,0.79,3.88,170.07,70.04,41.63
9765,T7_Manipueira,3048.44,13.31,2416.47,25.47,154.73,6.24,21.36,223.56,38.48,123.41,106.28,21.68,28.73,3.58,10.84,1.05,3.98,165.4,67.22,40.99
9766,T7_Manipueira,2890.81,12.35,2434.7,26.55,154.32,6.73,22.94,224.77,37.61,122.42,112.96,21.55,27.16,3.71,10.68,0.95,4.01,165.75,68.2,45.23
9767,T7_Manipueira,2854.76,12.91,2441.14,23.52,151.61,6.35,22.51,223.13,36.69,121.48,110.55,21.62,28.76,3.66,11.1,0.91,3.72,156.32,70.19,44.77
9768,T7_Manipueira,3062.45,12.24,2430.04,24.66,154.86,6.65,22.78,223.83,37.79,124.75,109.98,22.11,28.15,3.66,11.05,0.88,4.1,153.96,70.24,41.83
9769,T7_Manipueira,3025.22,12.38,2410.36,22.68,150.7,6.67,21.04,223.47,35.28,124.11,114.91,22.47,27.18,3.71,10.75,0.93,4.29,164.7,74.58,46.1
9770,T7_Manipueira,3009.21,12.28,2445.19,19.05,152.11,6.22,21.57,222.86,38.14,124.11,112.19,20.94,29.27,3.69,10.9,0.96,3.93,171.92,71.82,43.2
9771,T7_Manipueira,2775.57,11.96,2394.7,20.09,154.59,6.54,22.72,222.55,37.55,122.42,109.59,23.25,28.2,3.68,10.82,1.09,4.1,162.59,66.56,41.4
9772,T7_Manipueira,3137.02,13.0,2415.45,24.56,149.75,6.66,21.91,222.91,38.13,123.27,106.49,20.71,27.72,3.68,9.73,1.0,4.15,167.28,71.1,43.51
9773,T7_Manipueira,2944.23,12.71,2471.1,25.9,153.22,6.95,22.25,222.62,38.22,125.06,112.93,20.91,27.77,3.79,11.48,0.97,4.55,163.97,67.68,42.88
9774,T7_Manipueira,2891.63,12.5,2411.7,21.37,155.86,6.47,21.95,223.64,37.9,122.53,111.03,20.77,27.61,3.82,12.02,1.01,3.02,159.63,67.66,41.91
9775,T7_Manipueira,3070.03,12.64,2400.15,23.77,156.4,6.57,22.41,222.68,37.05,123.75,109.64,23.05,27.74,3.59,11.58,1.0,3.23,170.09,68.25,42.67
9776,T7_Manipueira,2750.99,12.56,2413.89,20.36,153.04,6.94,21.94,224.03,38.33,123.09,111.08,22.75,27.11,3.73,11.3,0.95,3.38,166.91,69.77,44.49
9777,T7_Manipueira,2951.03,12.3,2410.06,22.83,154.43,6.25,21.92,223.04,39.75,123.1,110.15,22.07,28.56,3.72,10.71,0.88,3.78,171.95,73.23,41.89
9778,T7_Manipueira,2972.94,12.21,2426.81,21.56,149.45,6.24,22.45,223.05,36.28,123.6,113.49,21.32,28.25,3.65,9.73,0.91,3.59,153.71,67.1,44.75
9779,T7_Manipueira,2969.37,12.35,2454.65,23.22,154.43,6.29,23.05,223.55,40.5,124.61,108.79,21.98,28.0,3.68,11.58,0.85,3.69,161.71,68.33,45.58
9780,T7_Manipueira,2946.73,12.65,2434.64,23.35,154.06,6.7,21.83,225.39,38.33,123.83,109.24,21.54,29.71,3.8,10.97,0.93,4.13,164.9,71.62,42.51
9781,T7_Manipueira,3034.72,12.18,2404.58,24.03,154.33,6.8,22.45,222.98,40.2,122.58,108.9,22.67,27.75,3.57,10.46,0.85,3.53,168.82,68.32,46.2
9782,T7_Manipueira,3194.0,12.79,2444.62,23.36,153.41,6.88,22.1,224.97,38.27,125.04,108.26,23.57,28.25,3.83,10.6,0.86,3.41,163.11,67.39,41.25
9783,T7_Manipueira,2897.94,12.34,2449.63,23.55,158.59,6.61,22.16,224.23,38.08,126.54,114.11,22.17,28.31,3.65,9.7,0.9,3.93,166.98,65.65,44.07
9784,T7_Manipueira,3037.2,13.43,2410.96,20.51,148.69,6.42,22.4,223.29,36.52,122.93,111.37,21.26,28.46,3.57,11.87,0.96,3.98,152.67,67.66,42.91
9785,T7_Manipueira,2976.55,12.28,2426.21,22.16,154.44,6.86,22.41,222.77,36.94,122.02,107.26,22.07,30.08,3.6,10.69,0.91,3.93,168.44,70.76,45.77
9786,T7_Manipueira,2724.58,12.44,2439.57,27.51,155.68,6.45,22.45,223.52,37.69,123.21,105.16,23.1,27.72,3.72,10.69,0.93,3.65,154.92,69.0,41.68
9787,T7_Manipueira,3334.8,13.18,2425.17,19.48,153.53,6.17,21.52,225.31,37.68,121.95,110.38,21.45,27.63,3.61,10.94,0.85,3.2,168.81,68.17,44.22
9788,T7_Manipueira,2747.71,12.87,2420.2,23.21,154.87,6.65,22.09,223.52,40.05,122.89,109.71,21.79,29.04,3.8,10.55,0.9,4.22,156.91,70.64,42.66
9789,T7_Manipueira,3256.31,12.64,2427.15,23.14,156.42,7.0,21.47,221.84,39.18,122.7,107.9,21.29,28.4,3.73,10.82,1.01,3.9,154.99,70.5,42.56
9790,T7_Manipueira,2645.94,11.8,2422.7,22.11,155.4,6.43,22.73,222.61,38.38,121.62,113.86,21.9,28.42,3.63,10.02,0.93,3.86,163.19,72.14,45.46
9791,T7_Manipueira,2953.26,13.0,2411.31,23.87,150.75,6.46,22.4,223.12,37.64,124.5,108.05,22.09,28.32,3.7,11.23,1.01,4.0,169.1,69.61,43.67
9792,T7_Manipueira,3225.68,12.46,2406.16,20.11,154.32,6.3,21.6,222.26,38.75,122.93,109.42,22.2,29.37,3.54,11.66,0.86,3.28,165.75,71.61,46.44
9793,T7_Manipueira,3051.25,12.31,2439.55,23.18,157.96,6.77,23.07,223.24,37.0,125.01,109.55,21.79,27.33,3.59,10.88,0.98,3.77,168.15,68.83,43.2
9794,T7_Manipueira,3000.09,12.18,2435.7,26.18,153.22,6.76,22.98,223.04,37.9,124.77,112.27,22.18,28.11,3.77,10.94,0.91,4.04,173.22,68.36,42.75
9795,T7_Manipueira,2929.59,13.11,2411.47,23.87,157.39,6.76,22.53,221.77,36.99,122.95,110.96,22.83,28.78,3.71,10.3,1.0,4.27,160.55,69.19,44.19
9796,T7_Manipueira,2984.03,12.28,2428.45,22.97,151.23,6.54,22.04,223.98,35.89,123.3,111.18,22.73,27.06,3.64,11.08,0.91,3.82,164.95,72.46,43.75
9797,T7_Manipueira,2932.52,13.29,2404.75,21.62,152.94,6.28,21.92,223.3,38.58,122.39,117.67,20.56,28.7,3.71,10.55,0.95,3.6,161.27,71.46,43.02
9798,T7_Manipueira,2889.16,12.67,2442.61,24.76,154.13,7.04,21.21,222.72,37.63,123.18,115.14,20.62,28.56,3.71,11.46,0.91,3.55,153.8,71.58,44.97
9799,T7_Manipueira,3005.01,12.44,2402.05,22.07,155.75,6.28,21.41,223.19,36.85,124.36,108.02,21.6,29.25,3.8,11.64,0.85,3.71,165.48,69.41,43.37
9800,T7_Manipueira,2913.42,12.44,2435.47,23.46,159.11,7.27,21.8,223.68,37.89,120.89,112.06,21.92,28.3,3.58,10.88,0.73,3.96,154.37,68.81,45.27
9801,T7_Manipueira,3031.32,12.59,2414.54,22.27,152.43,7.29,23.1,221.72,36.88,122.85,103.42,21.29,28.6,3.65,10.4,1.01,4.17,162.04,70.59,41.18
9802,T7_Manipueira,3109.32,12.31,2443.38,23.06,150.3,6.41,23.04,223.51,35.51,123.42,107.35,21.66,29.23,3.63,10.77,0.98,4.03,160.69,68.87,42.58
9803,T7_Manipueira,3103.64,12.09,2395.5,21.35,149.87,6.71,22.55,223.26,35.62,122.99,109.37,20.95,29.39,3.63,11.5,1.03,3.36,162.13,69.98,41.48
9804,T7_Manipueira,2894.7,12.7,2471.63,21.75,155.12,7.2,21.06,221.89,38.11,123.71,107.69,22.95,27.81,3.68,10.44,1.08,4.01,169.63,67.31,42.13
9805,T7_Manipueira,2781.04,12.57,2447.51,22.87,154.84,6.26,22.01,222.42,38.19,123.62,111.58,21.73,28.35,3.91,10.94,1.0,3.76,164.73,72.15,42.89
9806,T7_Manipueira,2931.26,11.91,2406.54,22.98,150.61,6.49,21.78,224.04,34.94,123.34,110.23,21.87,28.15,3.79,10.51,0.95,4.21,173.96,66.97,43.9
9807,T7_Manipueira,2740.65,12.28,2415.09,23.19,158.57,6.61,22.3,222.33,37.43,121.17,110.05,19.88,26.43,3.68,11.65,0.93,4.12,158.06,69.88,45.01
9808,T7_Manipueira,2901.9,12.42,2442.35,23.24,155.43,6.21,22.23,222.89,38.87,123.61,108.73,22.34,27.95,3.8,10.66,1.04,3.98,161.17,67.42,43.11
9809,T7_Manipueira,2897.22,12.74,2418.47,21.9,153.44,6.04,22.14,224.92,38.58,125.16,112.81,22.51,28.19,3.59,10.24,1.02,4.11,165.55,65.25,46.63
9810,T7_Manipueira,3132.96,12.29,2423.57,23.79,152.1,6.98,21.85,222.76,38.76,122.48,107.44,22.57,27.72,3.69,10.56,1.0,3.75,162.31,71.05,43.56
9811,T7_Manipueira,2928.64,12.61,2403.47,24.59,155.92,6.5,21.63,224.74,38.41,123.39,113.28,21.07,27.59,3.76,10.73,0.96,4.23,170.5,68.5,45.14
9812,T7_Manipueira,3063.06,12.73,2449.5,22.02,152.62,7.19,22.32,223.58,38.61,124.31,110.58,21.21,28.07,3.63,10.19,1.01,3.79,154.39,70.89,44.56
9813,T7_Manipueira,2981.4,12.37,2440.95,23.19,155.86,7.32,22.17,224.21,38.36,124.3,108.83,20.55,29.72,3.72,10.94,0.89,3.76,175.33,70.44,44.57
9814,T7_Manipueira,3119.48,12.75,2396.38,22.89,151.07,6.59,22.62,223.47,37.34,121.63,107.27,22.3,28.33,3.66,11.34,0.87,3.56,156.87,68.08,42.22
9815,T7_Manipueira,3094.36,12.84,2412.65,24.97,156.09,6.62,22.14,222.33,36.82,121.27,112.24,23.02,27.88,3.66,10.75,0.91,3.49,164.82,69.97,42.68
9816,T7_Manipueira,3237.22,12.78,2450.49,24.85,155.03,6.43,22.26,221.85,38.1,126.99,107.58,20.96,29.44,3.68,10.67,0.9,3.98,162.99,66.13,44.47
9817,T7_Manipueira,3064.5,12.82,2455.4,22.14,149.29,6.19,22.41,223.94,38.31,122.48,108.01,21.84,29.65,3.7,10.84,0.92,4.22,168.89,68.03,45.23
9818,T7_Manipueira,2861.7,12.49,2436.09,24.68,153.99,6.84,22.46,223.69,36.92,125.04,105.46,22.42,27.5,3.66,10.63,0.91,4.33,156.1,65.3,43.81
9819,T7_Manipueira,2997.97,12.56,2412.58,21.07,153.75,6.75,22.47,223.59,36.88,121.15,109.82,20.12,28.9,3.69,10.16,0.97,3.99,163.95,69.99,44.15
9820,T7_Manipueira,3024.66,13.06,2443.99,17.66,155.71,6.77,21.53,223.53,38.29,123.04,103.05,21.37,28.89,3.68,10.52,0.91,4.17,162.27,69.13,39.9
9821,T7_Manipueira,2988.53,13.17,2422.97,23.69,155.13,6.03,22.87,223.99,39.39,124.59,109.72,21.97,28.91,3.62,11.2,0.94,3.93,163.82,66.26,45.62
9822,T7_Manipueira,3132.64,12.94,2425.07,25.7,154.11,6.48,21.98,223.42,38.59,124.3,105.99,22.07,28.16,3.67,10.95,0.9,4.08,161.91,68.91,44.94
9823,T7_Manipueira,2914.66,13.43,2412.46,21.3,151.39,6.15,22.52,223.64,38.21,125.24,110.16,23.24,27.31,3.62,10.95,0.91,4.03,159.61,69.5,44.81
9824,T7_Manipueira,2951.73,12.19,2423.84,22.55,149.24,6.36,22.17,222.62,39.86,123.62,110.8,20.02,28.09,3.61,10.99,0.88,3.77,164.34,67.3,41.28
9825,T7_Manipueira,2937.87,12.8,2443.34,24.77,156.56,7.11,22.61,223.28,35.99,125.36,109.66,22.55,30.32,3.69,10.02,0.89,4.29,158.7,67.82,44.92
9826,T7_Manipueira,2971.55,12.42,2415.32,24.25,155.89,6.15,22.21,223.26,36.45,121.54,110.35,21.93,27.98,3.66,11.83,0.81,4.11,161.03,68.94,44.67
9827,T7_Manipueira,2959.9,13.22,2429.74,21.8,153.23,6.91,22.12,223.21,38.83,124.7,111.07,22.13,27.78,3.77,11.12,0.79,3.88,157.14,70.54,42.69
9828,T7_Manipueira,3097.69,12.09,2448.13,24.32,152.47,6.41,21.81,223.49,39.91,123.48,108.89,22.07,28.32,3.81,11.34,0.89,4.3,164.03,70.05,43.01
9829,T7_Manipueira,2992.17,12.69,2441.09,22.04,150.48,6.42,22.06,224.27,38.73,123.69,112.5,20.14,27.43,3.76,12.07,0.92,3.67,158.28,71.17,42.29
9830,T7_Manipueira,3136.7,12.16,2387.57,22.45,151.97,6.38,22.6,224.31,35.25,123.76,112.44,20.72,26.9,3.66,9.71,0.92,3.54,165.34,65.77,43.59
9831,T7_Manipueira,2952.76,12.77,2428.49,22.87,154.35,6.39,23.28,223.9,40.49,122.63,110.56,21.29,30.18,3.76,10.58,0.89,3.92,174.02,69.87,43.46
9832,T7_Manipueira,2667.56,12.19,2416.4,22.71,155.21,6.93,22.3,223.22,36.25,125.17,110.3,20.86,28.08,3.63,10.32,0.81,4.48,159.3,70.5,42.47
9833,T7_Manipueira,2800.66,12.31,2401.12,21.56,155.33,6.69,22.63,223.5,36.69,123.68,113.52,20.99,26.6,3.66,11.82,0.93,4.01,164.42,69.01,44.47
9834,T7_Manipueira,3155.83,12.37,2461.71,20.82,149.52,6.75,22.58,223.95,38.45,123.04,110.13,20.99,28.8,3.63,11.01,0.95,3.88,164.0,68.68,44.59
9835,T7_Manipueira,2777.96,12.8,2418.05,23.63,154.14,6.45,21.75,224.08,37.69,122.95,108.6,22.23,27.92,3.72,10.8,0.86,3.67,167.98,71.87,42.37
9836,T7_Manipueira,2900.3,12.38,2447.23,21.31,151.41,6.73,22.16,224.44,37.68,122.8,111.19,22.81,28.57,3.67,9.96,0.88,2.98,158.36,69.11,43.21
9837,T7_Manipueira,3049.0,12.98,2405.17,23.48,157.96,6.32,21.98,224.51,37.2,124.26,109.9,22.97,27.38,3.41,11.39,1.04,3.84,157.74,65.67,44.73
9838,T7_Manipueira,2837.52,12.08,2437.17,21.11,157.44,6.98,21.95,223.37,38.94,124.28,111.68,21.7,28.39,3.71,10.86,1.02,4.12,147.2,67.34,41.89
9839,T7_Manipueira,2774.94,12.24,2383.93,21.84,156.42,6.51,21.83,221.86,36.67,123.55,112.01,23.28,28.5,3.79,11.31,0.96,4.0,165.36,68.71,46.48
9840,T7_Manipueira,2714.63,12.45,2455.93,25.03,154.89,6.29,21.52,223.17,38.03,124.97,104.5,21.86,27.24,3.71,11.14,1.06,3.42,160.01,67.96,43.45
9841,T7_Manipueira,3209.7,12.26,2420.68,22.54,151.01,6.26,21.69,224.14,38.39,122.04,114.25,21.75,28.46,3.79,10.23,0.88,3.06,168.41,71.48,42.31
9842,T7_Manipueira,3133.16,12.01,2427.93,22.81,153.83,6.38,22.04,223.38,37.61,125.43,112.21,21.17,28.26,3.75,11.65,0.95,3.95,167.8,70.27,43.59
9843,T7_Manipueira,2658.75,12.39,2431.92,22.54,154.39,6.88,22.4,224.97,39.0,123.63,115.5,21.09,28.42,3.76,10.58,0.89,3.86,170.94,69.07,44.04
9844,T7_Manipueira,3013.23,12.23,2396.95,20.89,155.1,6.63,21.58,223.44,39.42,123.1,112.32,20.6,28.88,3.65,10.91,0.96,4.08,169.86,66.61,41.21
9845,T7_Manipueira,3033.84,12.32,2385.24,20.66,151.04,6.42,22.61,224.03,39.48,124.49,108.04,22.83,29.4,3.62,11.53,1.06,3.83,171.45,73.02,42.16
9846,T7_Manipueira,2962.11,12.72,2429.76,26.04,156.68,6.77,21.59,223.22,39.01,122.08,110.95,21.86,28.85,3.66,11.23,0.99,3.46,170.18,67.14,43.48
9847,T7_Manipueira,3065.35,11.26,2425.96,22.4,147.54,6.85,21.04,222.41,40.18,122.32,112.59,23.14,28.14,3.68,11.31,0.96,3.4,174.69,70.2,42.47
9848,T7_Manipueira,3186.19,12.48,2435.68,24.98,154.97,6.86,22.37,223.59,38.2,122.9,108.53,21.46,29.08,3.7,9.61,0.95,3.83,159.08,68.52,40.29
9849,T7_Manipueira,2729.33,13.04,2426.99,20.4,152.9,6.2,22.51,223.18,38.26,123.6,104.53,22.1,27.92,3.7,11.2,0.96,4.3,154.97,67.14,43.38
9850,T7_Manipueira,2932.36,12.17,2414.59,23.12,157.05,6.39,24.05,222.56,38.08,121.32,109.93,22.62,28.59,3.81,10.79,0.95,4.31,162.37,70.14,43.34
9851,T7_Manipueira,2692.74,13.15,2403.58,22.09,160.19,6.23,21.64,222.62,40.47,123.62,112.2,21.71,28.78,3.59,10.25,0.87,4.22,154.69,67.95,44.34
9852,T7_Manipueira,2990.65,13.18,2404.82,22.01,158.46,6.45,22.68,223.19,39.85,124.41,111.37,21.12,27.2,3.65,11.1,1.02,4.04,157.2,68.76,45.65
9853,T7_Manipueira,2920.95,13.18,2412.83,22.67,152.31,6.13,21.51,223.31,38.74,123.96,113.03,23.28,29.4,3.82,10.93,0.88,3.2,157.29,65.86,43.14
9854,T7_Manipueira,3048.57,12.44,2404.05,22.02,156.8,6.42,22.06,223.48,37.73,122.08,112.71,22.39,27.75,3.65,12.13,0.92,3.96,157.94,70.51,41.56
9855,T7_Manipueira,3076.66,12.43,2393.88,23.62,152.53,6.24,21.34,223.0,38.54,123.96,108.81,20.79,28.35,3.63,11.26,0.77,4.08,165.09,71.59,42.66
9856,T7_Manipueira,2898.85,12.36,2422.78,20.0,156.58,6.11,23.21,224.14,37.46,124.48,113.66,21.78,28.55,3.8,9.7,0.92,3.65,166.9,72.57,44.1
9857,T7_Manipueira,3161.88,12.57,2415.53,25.85,148.65,6.5,21.39,222.42,38.59,123.26,112.63,22.45,28.95,3.56,10.55,0.93,3.91,168.11,70.24,43.08
9858,T7_Manipueira,3006.27,12.41,2420.9,22.5,150.65,6.47,22.02,222.05,37.88,124.15,111.36,22.15,28.72,3.56,10.77,0.95,3.37,171.08,68.17,44.52
